id,aegis_name,name,level,hp,sp,base_exp,job_exp,attack_min,attack_max,defense,magic_defense,str,agi,vit,int,dex,luk,size,race,element,element_level,attack_range,walk_speed,attack_delay,attack_motion,damage_motion,ai,class,modes,drop_count,mvp_drop_count
1345,TREASURE_BOX22,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1346,TREASURE_BOX23,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1347,TREASURE_BOX24,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1348,TREASURE_BOX25,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1349,TREASURE_BOX26,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1350,TREASURE_BOX27,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1351,TREASURE_BOX28,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1352,TREASURE_BOX29,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1353,TREASURE_BOX30,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1354,TREASURE_BOX31,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1355,TREASURE_BOX32,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1356,TREASURE_BOX33,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1357,TREASURE_BOX34,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1358,TREASURE_BOX35,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1359,TREASURE_BOX36,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1360,TREASURE_BOX37,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1361,TREASURE_BOX38,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1362,TREASURE_BOX39,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1363,TREASURE_BOX40,Treasure Chest,99,1,1,0,0,0,0,0,0,0,0,0,0,999,0,Small,Formless,Neutral,1,0,,0,0,0,06,Boss,,8,0
1364,G_ASSULTER,Assaulter,59,12853,1,0,0,152,177,35,36,85,55,10,35,145,100,Medium,Demon,Wind,2,2,155,1000,900,432,21,Normal,Detector,1,0
1365,APOCALIPS,Apocalypse,66,22880,1,6540,4935,1030,1370,62,49,1,48,120,48,66,85,Large,Formless,Neutral,3,2,400,1840,1440,384,17,Normal,,8,0
1366,LAVA_GOLEM,Lava Golem,77,24324,1,6470,3879,1541,2049,65,50,1,57,115,70,76,68,Large,Formless,Fire,4,1,400,2190,2040,336,09,Normal,,7,0
1367,BLAZZER,Blazer,43,8252,1,3173,1871,533,709,50,40,1,52,50,39,69,40,Medium,Demon,Fire,2,2,180,1732,1332,540,20,Normal,Detector,4,0
1368,GEOGRAPHER,Geographer,56,8071,1,2715,2000,467,621,28,26,1,66,47,60,68,44,Medium,Plant,Earth,3,3,1000,1308,1008,480,10,Normal,,6,0
1369,GRAND_PECO,Grand Peco,58,8054,1,2387,1361,444,565,37,30,1,66,66,50,71,51,Large,Brute,Fire,2,2,165,1460,960,432,3,Normal,,6,0
1370,SUCCUBUS,Succubus,85,16955,1,5357,4322,1268,1686,54,48,1,97,95,103,89,87,Medium,Demon,Dark,3,2,155,1306,1056,288,21,Normal,Detector,8,0
1371,FAKE_ANGEL,False Angel,65,16845,1,3371,1949,513,682,50,35,1,64,57,70,61,88,Small,Angel,Holy,3,2,160,920,720,336,4,Normal,,6,0
1372,GOAT,Goat,69,11077,1,3357,2015,457,608,44,25,1,58,66,62,67,43,Medium,Brute,Fire,3,1,165,1380,1080,336,3,Normal,,8,0
1373,LORD_OF_DEATH,Lord of the Dead,94,603383,1,131343,43345,3430,4232,77,73,1,99,30,109,100,106,Large,Demon,Dark,3,3,180,1446,1296,360,21,Boss,Mvp,8,3
1374,INCUBUS,Incubus,75,17281,1,5254,4212,1408,1873,58,46,1,97,95,103,89,87,Medium,Demon,Dark,3,2,165,850,600,336,21,Normal,Detector,8,0
1375,THE_PAPER,The Paper,56,18557,1,2849,1998,845,1124,25,24,1,66,52,76,71,79,Medium,Formless,Neutral,3,1,170,1160,960,336,4,Normal,,6,0
1376,HARPY,Harpy,70,16599,1,3562,2133,926,1231,42,44,1,112,72,67,74,76,Medium,Demon,Wind,3,1,155,972,672,470,4,Normal,Detector,7,0
1377,ELDER,Elder,64,21592,1,5650,3408,421,560,45,68,1,76,68,108,72,86,Large,Demihuman,Neutral,4,3,165,1552,1152,336,4,Normal,,8,0
1378,DEMON_PUNGUS,Demon Pungus,56,7259,1,3148,1817,360,479,48,31,1,83,55,59,63,34,Small,Demon,Poison,3,1,170,1260,960,672,4,Normal,Detector,5,0
1379,NIGHTMARE_TERROR,Nightmare Terror,78,22605,1,6683,4359,757,1007,37,37,1,76,55,60,76,54,Large,Demon,Dark,3,1,165,1216,816,432,4,Normal,Detector,8,0
1380,DRILLER,Driller,52,7452,1,3215,1860,666,886,48,31,1,66,58,50,60,47,Medium,Brute,Earth,1,1,165,1300,900,336,4,Normal,,4,0
1381,GRIZZLY,Grizzly,68,11733,1,3341,2012,809,1076,44,32,1,55,68,58,70,61,Large,Brute,Fire,3,1,165,1492,1092,192,4,Normal,,4,0
1382,DIABOLIC,Diabolic,67,9642,1,3662,2223,796,1059,64,36,1,84,53,67,71,69,Small,Demon,Dark,2,1,150,1080,780,180,4,Normal,Detector,6,0
1383,EXPLOSION,Explosion,46,8054,1,2404,1642,336,447,35,27,1,61,56,50,66,38,Small,Brute,Fire,3,1,165,1260,960,336,4,Normal,,6,0
1384,DELETER,Deleter,66,17292,1,3403,2066,446,593,45,53,1,104,40,65,72,54,Medium,Dragon,Fire,2,1,175,1020,720,384,13,Normal,,5,0
1385,DELETER_,Deleter,65,15168,1,3403,2066,446,593,52,53,1,66,40,65,72,68,Medium,Dragon,Fire,2,1,175,1024,624,336,13,Normal,,5,0
1386,SLEEPER,Sleeper,67,8237,1,3603,2144,593,789,49,35,1,48,100,57,75,28,Medium,Formless,Earth,2,1,195,1350,1200,432,4,Normal,,8,0
1387,GIG,Gig,60,8409,1,3934,2039,360,479,60,28,1,61,80,53,59,46,Small,Brute,Fire,2,1,170,1264,864,576,4,Normal,,6,0
1388,ARCHANGELING,Arc Angeling,60,79523,1,4152,2173,669,890,54,58,1,65,80,74,65,105,Medium,Angel,Holy,3,1,180,1072,672,480,21,Boss,,8,0
1389,DRACULA,Dracula,85,320096,1,120157,38870,1625,1890,45,76,1,95,90,87,85,100,Large,Demon,Dark,4,3,145,1290,1140,576,21,Boss,Mvp,7,3
1390,VIOLY,Violy,75,18257,1,6353,3529,738,982,37,36,1,93,54,58,101,83,Medium,Demihuman,Neutral,2,10,170,1356,1056,540,5,Normal,,8,0
1391,GALAPAGO,Galapago,61,9145,1,3204,1966,457,608,33,33,1,56,56,45,66,57,Small,Brute,Earth,1,1,165,1430,1080,1080,7,Normal,,8,0
1392,ROTAR_ZAIRO,Rotar Zairo,25,1209,1,351,215,109,137,4,34,1,62,45,26,55,5,Large,Formless,Wind,2,10,155,2416,2016,432,5,Normal,,8,0
1393,G_MUMMY,Mummy,37,5176,1,0,0,305,360,0,10,28,19,32,0,63,20,Medium,Undead,Undead,2,1,300,1772,72,384,4,Normal,,0,0
1394,G_ZOMBIE,Zombie,15,534,1,0,0,67,79,0,10,1,8,7,0,15,0,Medium,Undead,Undead,1,1,400,2612,912,288,4,Normal,,0,0
1395,CRYSTAL_1,Wind Crystal,1,15,1,0,0,0,0,100,99,1,1,1,1,999,1,Small,Formless,Neutral,1,0,190,0,0,0,25,Boss,"IgnoreMagic, IgnoreMelee, IgnoreMisc, IgnoreRanged",8,0
1396,CRYSTAL_2,Earth Crystal,1,15,1,0,0,0,0,100,99,1,1,1,1,999,1,Small,Formless,Neutral,1,0,190,0,0,0,25,Boss,"IgnoreMagic, IgnoreMelee, IgnoreMisc, IgnoreRanged",8,0
1397,CRYSTAL_3,Fire Crystal,1,15,1,0,0,0,0,100,99,1,1,1,1,999,1,Small,Formless,Neutral,1,0,190,0,0,0,25,Boss,"IgnoreMagic, IgnoreMelee, IgnoreMisc, IgnoreRanged",8,0
1398,CRYSTAL_4,Water Crystal,1,15,1,0,0,0,0,100,99,1,1,1,1,999,1,Small,Formless,Neutral,1,0,190,0,0,0,25,Boss,"IgnoreMagic, IgnoreMelee, IgnoreMisc, IgnoreRanged",8,0
1399,EVENT_BAPHO,Baphomet,68,1264000,1,261750,83685,1847,2267,35,45,1,152,96,85,120,95,Large,Demon,Dark,3,3,130,768,768,576,21,Boss,Mvp,8,3
1400,KARAKASA,Karakasa,30,3092,1,489,322,141,183,1,5,1,45,12,20,49,60,Medium,Formless,Neutral,3,1,155,1638,2016,576,1,Normal,,8,0
1401,SHINOBI,Shinobi,69,12700,1,4970,3010,460,1410,34,21,85,85,25,25,100,100,Medium,Demihuman,Dark,3,2,150,1003,1152,336,21,Normal,,8,0
1402,POISON_TOAD,Poison Toad,46,6629,1,1929,1457,288,408,5,10,20,34,19,14,66,55,Medium,Brute,Poison,2,3,160,1148,1728,864,1,Normal,,8,0
1403,ANTIQUE_FIRELOCK,Firelock Soldier,47,3852,1,1293,1003,289,336,10,10,15,35,29,15,120,42,Medium,Undead,Undead,2,10,170,1084,2304,576,5,Normal,,8,0
1404,MIYABI_NINGYO,Miyabi Doll,33,6300,1,795,453,250,305,1,20,1,52,15,10,62,15,Medium,Demon,Dark,1,1,250,1938,2112,768,17,Normal,Detector,8,0
1405,TENGU,Tengu,65,16940,1,4207,2843,660,980,12,82,90,42,69,45,78,80,Large,Demon,Earth,2,2,200,1439,1920,672,4,Normal,Detector,8,0
1406,KAPHA,Kapha,41,7892,1,2278,1552,399,719,20,38,1,51,49,22,73,45,Medium,Fish,Water,1,3,165,2012,1728,672,4,Normal,,8,0
1408,BLOOD_BUTTERFLY,Bloody Butterfly,55,8082,1,2119,1562,121,342,5,23,1,59,14,55,68,15,Medium,Insect,Wind,2,3,145,472,576,288,13,Normal,Detector,7,0
1409,RICE_CAKE_BOY,Dumpling Child,27,2098,1,231,149,112,134,5,12,1,22,29,5,41,10,Small,Demihuman,Neutral,1,1,160,647,768,420,17,Normal,,7,0
1410,LIVE_PEACH_TREE,Enchanted Peach Tree,53,8905,1,2591,1799,301,351,10,38,72,45,35,39,80,5,Medium,Plant,Earth,2,7,410,400,672,480,5,Normal,,6,0
1412,EVIL_CLOUD_HERMIT,Taoist Hermit,56,10392,1,3304,2198,311,333,25,59,1,20,18,50,136,11,Large,Formless,Neutral,2,10,190,480,840,432,5,Normal,,8,0
1413,WILD_GINSENG,Hermit Plant,46,6900,1,1038,692,220,280,10,20,13,42,36,55,66,30,Small,Plant,Fire,2,1,140,512,756,360,17,Normal,,8,0
1415,BABY_LEOPARD,Baby Leopard,32,2590,1,352,201,155,207,0,5,20,44,20,4,49,10,Small,Brute,Ghost,1,2,150,318,528,420,4,Normal,,7,0
1416,WICKED_NYMPH,Evil Nymph,63,16029,1,3945,2599,399,1090,12,75,1,64,12,69,100,80,Medium,Demon,Dark,3,2,200,637,1008,360,21,Normal,Detector,8,0
1417,ZIPPER_BEAR,Zipper Bear,35,2901,1,370,225,248,289,10,5,30,25,55,15,28,25,Medium,Brute,Dark,1,1,155,780,1008,420,17,Normal,,6,0
1418,DARK_SNAKE_LORD,Evil Snake Lord,73,254993,1,34288,17950,2433,4210,25,55,70,83,30,80,164,88,Large,Brute,Ghost,3,3,200,588,816,420,21,Boss,Mvp,8,3
1419,G_FARMILIAR,Familiar,8,155,1,0,0,20,28,0,0,1,12,8,5,28,0,Small,Brute,Dark,1,1,150,1276,576,384,4,Normal,,0,0
1420,G_ARCHER_SKELETON,Archer Skeleton,31,3040,1,0,0,128,153,0,0,1,8,14,5,90,5,Medium,Undead,Undead,1,9,300,2864,864,576,4,Normal,,0,0
1421,G_ISIS,Isis,43,4828,1,0,0,423,507,10,35,38,65,43,30,72,15,Large,Demon,Dark,1,1,200,1384,768,336,4,Normal,Detector,0,0
1422,G_HUNTER_FLY,Hunter Fly,42,5242,1,0,0,246,333,25,15,33,105,32,15,72,30,Small,Insect,Wind,2,1,150,676,576,480,4,Normal,Detector,0,0
1423,G_GHOUL,Ghoul,39,5118,1,0,0,420,500,5,20,1,20,29,0,33,20,Medium,Undead,Undead,2,1,250,2456,912,504,4,Normal,,0,0
1424,G_SIDE_WINDER,Side Winder,43,4929,1,0,0,240,320,5,10,38,43,40,15,115,20,Medium,Brute,Poison,1,1,200,1576,576,576,4,Normal,,0,0
1425,G_OBEAUNE,Obeaune,31,3952,1,0,0,141,165,0,40,1,31,31,55,74,85,Medium,Fish,Water,2,1,200,1872,672,288,4,Normal,,0,0
1426,G_MARC,Marc,36,6900,1,0,0,220,280,5,10,1,36,36,20,56,30,Medium,Fish,Water,2,1,150,1272,72,480,4,Normal,,0,0
1427,G_NIGHTMARE,Nightmare,49,4437,1,0,0,447,529,0,40,1,74,25,15,64,10,Large,Demon,Ghost,3,1,150,1816,816,432,4,Normal,Detector,0,0
1428,G_POISON_SPORE,Poison Spore,19,665,1,0,0,89,101,0,0,1,19,25,0,24,0,Medium,Plant,Poison,1,1,200,1672,672,288,4,Normal,,0,0
1429,G_ARGIOPE,Argiope,41,4382,1,0,0,395,480,30,0,1,41,31,10,56,30,Large,Insect,Poison,1,1,300,1792,792,336,4,Normal,Detector,0,0
1430,G_ARGOS,Argos,25,1117,1,0,0,158,191,15,0,1,25,25,5,32,15,Large,Insect,Poison,1,1,300,1468,468,768,4,Normal,Detector,0,0
1431,G_BAPHOMET_,Baphomet Jr.,50,8578,1,0,0,487,590,15,25,1,75,55,1,93,45,Small,Demon,Dark,1,1,100,868,480,120,4,Normal,Detector,0,0
1432,G_DESERT_WOLF,Desert Wolf,27,1716,1,0,0,169,208,0,10,56,27,45,15,56,10,Medium,Brute,Fire,1,1,200,1120,420,288,4,Normal,,0,0
1433,G_DEVIRUCHI,Deviruchi,46,7360,1,0,0,475,560,10,25,1,69,40,55,87,30,Small,Demon,Dark,1,1,150,980,600,384,4,Normal,Detector,0,0
1434,G_DRAINLIAR,Drainliar,24,1162,1,0,0,74,84,0,0,1,36,24,0,78,0,Small,Brute,Dark,2,1,250,1276,576,384,4,Normal,,0,0
1435,G_EVIL_DRUID,Evil Druid,58,16506,1,0,0,420,670,5,60,1,29,58,80,68,30,Large,Undead,Undead,4,1,300,2276,576,336,4,Normal,,0,0
1436,G_JAKK,Jakk,38,3581,1,0,0,315,382,5,30,1,38,38,43,75,45,Medium,Formless,Fire,2,1,200,1180,480,648,4,Normal,,0,0
1437,G_JOKER,Joker,57,12450,1,0,0,621,738,10,35,1,143,47,75,98,175,Large,Demihuman,Wind,4,1,100,1364,864,432,4,Normal,,0,0
1438,G_KHALITZBURG,Khalitzburg,63,19276,1,0,0,875,1025,45,10,58,65,48,5,73,40,Large,Undead,Undead,1,1,350,528,1000,396,4,Normal,,0,0
1439,G_HIGH_ORC,High Orc,52,6890,1,0,0,428,533,15,5,55,46,55,35,82,40,Large,Demihuman,Fire,2,1,150,1500,500,1000,4,Normal,,0,0
1440,G_STEM_WORM,Stem Worm,40,6136,1,0,0,290,375,5,10,1,30,26,15,79,35,Medium,Plant,Wind,1,2,200,1500,500,1000,4,Normal,,0,0
1441,G_PENOMENA,Penomena,57,7256,1,0,0,415,565,5,50,1,5,35,15,136,30,Medium,Fish,Poison,1,7,400,832,500,600,4,Normal,,0,0
1442,G_SASQUATCH,Sasquatch,30,3163,1,0,0,250,280,5,0,75,25,60,10,34,20,Large,Brute,Neutral,3,1,300,1260,192,192,4,Normal,,0,0
1443,G_CRUISER,Cruiser,35,2820,1,0,0,175,215,5,5,1,40,10,10,90,25,Medium,Formless,Neutral,3,7,400,1296,1296,432,4,Normal,,0,0
1444,G_CHEPET,Chepet,42,4950,1,0,0,380,440,0,25,1,72,35,71,65,85,Medium,Demihuman,Fire,1,1,400,672,672,288,4,Normal,,0,0
1445,G_RAGGLER,Raggler,21,1020,1,0,0,102,113,0,5,18,10,32,20,39,35,Small,Brute,Wind,1,1,200,1000,900,384,4,Normal,,0,0
1446,G_INJUSTICE,Injustice,51,7600,1,0,0,480,600,0,0,84,42,39,0,71,35,Medium,Undead,Dark,2,1,400,770,720,336,4,Normal,,0,0
1447,G_GRYPHON,Gryphon,72,27800,1,0,0,880,1260,35,35,68,95,78,65,115,75,Large,Brute,Wind,4,1,100,704,504,432,4,Boss,,0,0
1448,G_DARK_FRAME,Dark Frame,59,7500,1,0,0,960,1210,10,45,1,72,42,45,85,25,Medium,Demon,Dark,3,1,200,920,720,200,4,Normal,Detector,0,0
1449,G_MUTANT_DRAGON,Mutant Dragonoid,65,62600,1,0,0,2400,3400,15,20,75,47,30,68,45,35,Large,Dragon,Fire,2,4,250,1280,1080,240,4,Boss,,0,0
1450,G_WIND_GHOST,Wind Ghost,51,4820,1,0,0,489,639,0,45,1,89,15,90,85,25,Medium,Demon,Wind,3,2,150,1056,1056,336,4,Normal,Detector,0,0
1451,G_MERMAN,Merman,53,12300,1,0,0,482,603,10,35,72,45,46,15,85,55,Medium,Demihuman,Water,2,2,220,916,816,336,4,Normal,,0,0
1452,G_ORC_LADY,Orc Lady,31,2000,1,0,0,135,170,10,10,35,42,25,15,69,55,Medium,Demihuman,Earth,2,1,200,1050,900,288,4,Normal,,0,0
1453,G_RAYDRIC_ARCHER,Raydric Archer,52,5250,1,0,0,415,500,35,5,15,25,22,5,145,35,Medium,Demon,Dark,2,9,200,1152,1152,480,4,Normal,Detector,0,0
1454,G_TRI_JOINT,Tri Joint,32,2300,1,0,0,178,206,20,5,1,48,24,10,67,20,Small,Insect,Earth,1,1,200,860,660,624,4,Normal,Detector,0,0
1455,G_KOBOLD_ARCHER,Kobold Archer,33,2560,1,0,0,155,185,10,5,10,20,15,30,100,25,Small,Demihuman,Fire,1,9,200,1008,1008,384,4,Normal,,0,0
1456,G_CHIMERA,Chimera,70,32600,1,0,0,1200,1320,30,10,1,72,110,88,75,85,Large,Brute,Fire,3,1,200,772,672,360,4,Boss,,0,0
1457,G_MANTIS,Mantis,26,2472,1,0,0,118,149,10,0,1,26,24,5,45,15,Medium,Insect,Earth,1,1,200,1528,660,432,4,Normal,Detector,0,0
1458,G_MARDUK,Marduk,40,4214,1,0,0,315,382,0,60,1,40,20,79,78,20,Large,Demihuman,Fire,1,1,300,1540,840,504,4,Normal,,0,0
1459,G_MARIONETTE,Marionette,41,3222,1,0,0,355,422,0,25,1,62,36,44,69,45,Small,Demon,Ghost,3,1,300,1480,480,1056,4,Normal,Detector,0,0
1460,G_MATYR,Matyr,31,2585,1,0,0,134,160,0,0,1,47,38,5,64,5,Medium,Brute,Dark,1,1,150,432,432,360,4,Normal,,0,0
1461,G_MINOROUS,Minorous,52,7431,1,0,0,590,770,15,5,65,42,61,66,52,25,Large,Brute,Fire,2,1,200,1360,960,432,4,Normal,,0,0
1462,G_ORC_SKELETON,Orc Skeleton,28,2278,1,0,0,190,236,10,10,1,14,18,0,30,15,Medium,Undead,Undead,1,1,200,2420,720,648,4,Normal,,0,0
1463,G_ORC_ZOMBIE,Orc Zombie,24,1568,1,0,0,151,184,5,10,1,12,24,0,24,5,Medium,Undead,Undead,1,1,400,2852,1152,840,4,Normal,,0,0
1464,G_PASANA,Pasana,61,8289,1,0,0,513,682,29,35,1,73,50,61,69,43,Medium,Demihuman,Fire,2,1,165,976,576,288,4,Normal,,0,0
1465,G_PETIT,Petite,44,6881,1,0,0,360,427,30,30,1,44,62,55,79,60,Medium,Dragon,Earth,1,1,200,1624,620,384,4,Normal,,0,0
1466,G_PETIT_,Petite,45,5747,1,0,0,300,355,20,45,1,113,45,55,73,80,Medium,Dragon,Wind,1,1,150,1420,1080,528,4,Normal,,0,0
1467,G_RAYDRIC,Raydric,52,8613,1,0,0,830,930,40,15,58,47,42,5,69,26,Large,Demihuman,Dark,2,1,150,824,780,420,4,Normal,,0,0
1468,G_REQUIEM,Requim,35,3089,1,0,0,220,272,0,15,1,53,35,5,57,2,Medium,Demihuman,Dark,1,1,400,1516,816,432,4,Normal,,0,0
1469,G_SKEL_WORKER,Skeleton Worker,30,2872,1,0,0,242,288,0,15,1,15,30,5,42,10,Medium,Undead,Undead,1,1,400,2420,720,384,4,Normal,,0,0
1470,G_ZEROM,Zerom,23,1109,1,0,0,127,155,0,10,1,23,23,5,42,0,Medium,Demihuman,Fire,1,1,200,1780,1080,432,4,Normal,,0,0
1471,G_NINE_TAIL,Nine Tail,51,9466,1,0,0,610,734,10,25,1,80,46,1,89,85,Medium,Brute,Fire,3,1,150,840,540,480,4,Normal,,0,0
1472,G_BON_GUN,Bongun,32,3520,1,0,0,220,260,0,0,45,15,36,10,48,15,Medium,Undead,Undead,1,1,200,1720,500,420,4,Normal,,0,0
1473,G_ORC_ARCHER,Orc Archer,49,7440,1,0,0,310,390,10,5,1,44,25,20,125,20,Medium,Demihuman,Earth,1,9,300,1960,620,480,4,Normal,,0,0
1474,G_MIMIC,Mimic,51,6120,1,0,0,150,900,10,40,44,121,1,60,75,110,Medium,Formless,Neutral,3,1,100,972,500,288,4,Normal,,0,0
1475,G_WRAITH,Wraith,53,10999,1,0,0,580,760,5,30,1,95,30,65,95,35,Large,Undead,Undead,4,1,300,1816,576,240,4,Normal,,0,0
1476,G_ALARM,Alarm,58,10647,1,0,0,480,600,15,15,1,62,72,10,85,45,Medium,Formless,Neutral,3,1,300,1020,500,768,4,Normal,,0,0
1477,G_ARCLOUSE,Arclouze,59,6075,1,0,0,570,640,10,15,1,75,5,5,75,50,Medium,Insect,Earth,2,1,100,960,500,480,4,Normal,Detector,0,0
1478,G_RIDEWORD,Rideword,59,11638,1,0,0,584,804,5,35,48,75,10,20,120,45,Small,Formless,Neutral,3,1,150,864,500,192,4,Normal,,0,0
1479,G_SKEL_PRISONER,Skeleton Prisoner,52,8691,1,0,0,660,890,10,20,55,20,36,0,76,25,Medium,Undead,Undead,3,1,350,1848,500,576,4,Normal,,0,0
1480,G_ZOMBIE_PRISONER,Zombie Prisoner,53,11280,1,0,0,780,930,10,20,1,24,39,0,72,25,Medium,Undead,Undead,3,1,350,1768,500,192,4,Normal,,0,0
1481,G_PUNK,Punk,43,3620,1,0,0,292,365,0,45,1,105,5,45,65,20,Small,Plant,Wind,1,1,300,1500,500,1000,4,Normal,,0,0
1482,G_ZHERLTHSH,Zealotus,63,18300,1,0,0,700,850,10,15,70,85,40,30,125,60,Medium,Demihuman,Neutral,3,1,200,800,792,384,4,Normal,,0,0
1483,G_RYBIO,Rybio,71,9572,1,0,0,686,912,45,37,1,97,75,74,77,90,Large,Demon,Neutral,2,1,200,1790,1440,540,4,Normal,Detector,0,0
1484,G_PHENDARK,Phendark,73,22729,1,0,0,794,1056,52,36,1,62,120,65,76,66,Large,Demihuman,Neutral,2,2,175,1744,1344,600,4,Normal,,0,0
1485,G_MYSTELTAINN,Mysteltainn,76,33350,1,0,0,1160,1440,30,30,77,139,80,35,159,65,Large,Formless,Dark,4,2,250,1152,500,240,4,Boss,,0,0
1486,G_TIRFING,Ogretooth,71,29900,1,0,0,950,1146,30,35,58,87,55,35,132,65,Medium,Formless,Dark,3,1,100,816,500,240,4,Boss,,0,0
1487,G_EXECUTIONER,Executioner,65,28980,1,0,0,570,950,35,35,64,85,40,25,88,60,Large,Formless,Dark,2,2,200,768,500,384,4,Boss,,0,0
1488,G_ANOLIAN,Anolian,63,18960,1,0,0,640,760,15,15,1,43,58,25,97,65,Medium,Fish,Water,2,1,190,900,500,864,4,Normal,,0,0
1489,G_STING,Sting,61,9500,1,0,0,850,1032,5,30,57,45,55,5,120,85,Medium,Formless,Earth,3,1,300,528,500,240,4,Normal,,0,0
1490,G_WANDER_MAN,Wanderer,74,8170,1,0,0,450,1170,5,5,1,192,38,45,127,85,Medium,Demon,Wind,1,2,100,672,500,192,4,Normal,Detector,0,0
1491,G_DOKEBI,Dokebi,33,2697,1,0,0,197,249,0,10,50,50,40,35,69,40,Small,Demon,Dark,1,1,250,1156,456,384,4,Normal,Detector,0,0
1492,INCANTATION_SAMURAI,Samurai Specter,71,218652,1,33095,18214,2219,3169,10,51,91,85,30,85,150,60,Large,Demihuman,Dark,3,3,135,874,1344,576,21,Boss,Mvp,8,3
1493,DRYAD,Dryad,50,8791,1,2763,1493,499,589,15,33,1,75,55,1,78,45,Medium,Plant,Earth,4,3,170,950,2520,576,4,Normal,,8,0
1494,KIND_OF_BEETLE,Beetle King,34,1874,1,679,442,191,243,45,12,1,34,10,0,40,0,Small,Insect,Earth,1,1,165,1247,768,576,3,Normal,Detector,6,0
1495,STONE_SHOOTER,Stone Shooter,42,4104,1,1238,752,309,350,12,45,1,40,20,79,92,20,Medium,Plant,Fire,3,10,175,2413,1248,768,4,Normal,,7,0
1497,WOODEN_GOLEM,Wooden Golem,51,9200,1,1926,1353,570,657,32,36,1,41,69,5,85,155,Large,Plant,Earth,4,1,165,1543,1632,480,4,Normal,,8,0
1498,WOOTAN_SHOOTER,Wootan Shooter,39,3977,1,886,453,84,105,10,28,15,35,29,15,100,42,Medium,Demihuman,Earth,2,10,200,857,1056,576,4,Normal,,8,0
1499,WOOTAN_FIGHTER,Wootan Fighter,41,4457,1,1790,833,395,480,30,19,1,41,31,10,45,30,Medium,Demihuman,Fire,2,1,200,912,1344,480,4,Normal,,8,0
1500,PARASITE,Parasite,49,5188,1,1098,1453,215,430,10,19,1,40,30,30,90,50,Medium,Plant,Wind,2,8,400,864,864,672,10,Normal,,8,0
1502,PORING_V,Bring it on!,99,95000000,1,87250,27895,10000,30000,0,10,100,100,65,100,255,255,Medium,Plant,Poison,1,1,160,1672,672,480,4,Boss,Mvp,8,3
1503,GIBBET,Gibbet,58,6841,1,4011,1824,418,656,28,31,0,42,42,27,46,28,Large,Demon,Dark,1,1,180,917,1584,576,4,Normal,Detector,7,0
1504,DULLAHAN,Dullahan,62,12437,1,4517,2963,647,1065,47,38,0,30,5,45,62,22,Medium,Undead,Undead,2,2,155,847,1152,480,4,Normal,,6,0
1505,LOLI_RURI,Loli Ruri,71,23470,1,6641,4314,1476,2317,39,44,0,66,54,74,81,43,Large,Demon,Dark,4,2,125,747,1632,576,4,Normal,Detector,7,0
