id,aegis_name,name,type,sub_type,buy,sell,weight,attack,magic_attack,defense,range,slots,weapon_level,armor_level,equip_level_min,equip_level_max,refineable,jobs,classes,gender,locations,script,equip_script,unequip_script
2393,N_Adventurer's_Suit,Novice Adventurer's Suit,Armor,,,,0,0,0,8,0,1,,1,0,0,False,All,All,Both,Armor,,,
2394,Krieger_Suit1,Glorious Suit,Armor,,20,,0,0,0,0,0,0,,1,81,0,True,All,All,Both,Armor,"bonus bMaxHPRate,20;
bonus2 bSubRace,RC_DemiHuman,7;
bonus2 bSubRace,RC_Player_Human,7;
",,
2395,Krieger_Suit2,Glorious Popularized Suit,Armor,,20,,0,0,0,0,0,0,,1,61,0,True,All,All,Both,Armor,"bonus bMaxHP,600;
bonus bSPrecovRate,10;
",,
2396,Krieger_Suit3,Glorious Mass-Production Suit,Armor,,20,,0,0,0,0,0,0,,1,0,0,True,All,All,Both,Armor,"bonus bMaxHP,500;
",,
2397,Incredible_Coat,Incredible Event Resignation Coat,Armor,,10,,900,0,0,2,0,0,,1,0,0,True,All,All,Both,Armor,,,
2398,Sniping_Suit_M,Sniping Suit,Armor,,20,,750,0,0,5,0,1,,1,50,0,True,Hunter,Upper,Both,Armor,"bonus bMdef,5;
bonus bCritical,6+(readparam(bLuk)/10);
bonus bDelayRate,-23;
",,
2399,Dragon_Vest,Dragon Vest,Armor,,20,,500,0,0,3,0,1,,1,0,0,True,All,Upper,Both,Armor,"bonus bMdef,3;
",,
2401,Sandals,Sandals,Armor,,400,,200,0,0,1,0,0,,1,0,0,True,All,All,Both,Shoes,,,
2402,Sandals_,Sandals,Armor,,400,,200,0,0,1,0,1,,1,0,0,True,All,All,Both,Shoes,,,
2403,Shoes,Shoes,Armor,,3500,,400,0,0,2,0,0,,1,0,0,True,All,All,Both,Shoes,,,
2404,Shoes_,Shoes,Armor,,3500,,400,0,0,2,0,1,,1,0,0,True,All,All,Both,Shoes,,,
2405,Boots,Boots,Armor,,18000,,600,0,0,4,0,0,,1,0,0,True,"Alchemist, Archer, Assassin, BardDancer, Blacksmith, Crusader, Gunslinger, Hunter, Knight, Merchant, Rogue, StarGladiator, Swordman, Taekwon, Thief",All,Both,Shoes,,,
2406,Boots_,Boots,Armor,,18000,,600,0,0,4,0,1,,1,0,0,True,"Alchemist, Archer, Assassin, BardDancer, Blacksmith, Crusader, Gunslinger, Hunter, Knight, Merchant, Rogue, StarGladiator, Swordman, Taekwon, Thief",All,Both,Shoes,,,
2407,Chrystal_Pumps,Crystal Pumps,Armor,,20,,100,0,0,0,0,0,,1,0,0,True,All,All,Both,Shoes,"bonus bMdef,10;
bonus bLuk,5;
",,
2408,Cuffs,Shackles,Armor,,5000,,3000,0,0,3,0,0,,1,0,0,True,All,All,Both,Shoes,,,
2409,Spiky_Heel,High Heels,Armor,,8500,,600,0,0,2,0,0,,1,0,0,True,All,All,Both,Shoes,"bonus bMdef,5;
",,
2410,Sleipnir,Sleipnir,Armor,,20,,3500,0,0,5,0,0,,1,94,0,False,All,All,Both,Shoes,"bonus bMdef,10;
bonus bMaxHPrate,20;
bonus bMaxSPrate,20;
bonus bSPrecovRate,15;
bonus bSpeedRate,25;
",,
2411,Grave,Greaves,Armor,,48000,,750,0,0,5,0,0,,1,65,0,True,"Crusader, Knight",All,Both,Shoes,,,
2412,Grave_,Greaves,Armor,,54000,,750,0,0,5,0,1,,1,65,0,True,"Crusader, Knight",All,Both,Shoes,,,
2413,Safty_Boots,Safety Boots,Armor,,34000,,350,0,0,6,0,0,,1,30,0,False,"Crusader, Knight, Swordman",All,Both,Shoes,,,
2414,Novice_Boots,Novice Slippers,Armor,,1,,1,0,0,2,0,0,,1,0,0,False,"Novice, SuperNovice",All,Both,Shoes,,,
2415,Slipper,Bunny Slipper,Armor,,34000,,300,0,0,3,0,1,,1,30,0,True,All,All,Both,Shoes,"bonus bLuk,3;
bonus bMdef,3;
",,
2416,Novice_Shoes,Novice Shoes,Armor,,35000,,500,0,0,2,0,1,,1,40,0,True,"Novice, SuperNovice",All,Both,Shoes,"bonus bMaxHPrate,5;
",,
2417,Fricco_Shoes,Fricco's Shoes,Armor,,30000,,500,0,0,3,0,0,,1,65,0,True,All,All,Both,Shoes,"bonus bAgi,2;
bonus2 bAddItemGroupHealRate,IG_Potion,20;
",,
2418,Vidar's_Boots,Vidar's Boots,Armor,,30000,,650,0,0,4,0,0,,1,65,0,True,All,All,Both,Shoes,"bonus bMaxHPrate,9;
bonus bMaxSPrate,9;
",,
2419,Goibne's_Combat_Boots,Goibne's Greaves,Armor,,30000,,700,0,0,4,0,0,,1,54,0,True,All,All,Both,Shoes,"bonus bMdef,3;
bonus bMaxHPrate,5;
bonus bMaxSPrate,5;
",,
2420,Angel's_Arrival,Angel's Reincarnation,Armor,,10000,,300,0,0,2,0,1,,1,25,0,True,"Novice, SuperNovice",All,Both,Shoes,"bonus bMaxHP,100;
",,
2421,Valkyrie_Shoes,Valkyrian Shoes,Armor,,,,500,0,0,4,0,1,,1,1,0,True,All,Upper,Both,Shoes,"bonus bUnbreakableShoes;
if (BaseClass == Job_Mage || BaseClass == Job_Archer || BaseClass == Job_Acolyte)
   bonus bMaxHP,(BaseLevel*5);
else if (BaseClass == Job_Swordman || BaseClass == Job_Merchant || BaseClass == Job_Thief)
   bonus bMaxSP,(JobLevel*2);
",,
2422,High_Fashion_Sandals,High Fashion Sandals,Armor,,24000,,200,0,0,2,0,1,,1,40,0,True,"Acolyte, Mage, Monk, Priest, Sage, SoulLinker, Wizard",All,Both,Shoes,"bonus bMdef,10;
",,
2423,Variant_Shoes,Variant Shoes,Armor,,20,,500,0,0,3,0,0,,1,85,0,True,All,Upper,Both,Shoes,"bonus bMaxHPRate,20-getrefine();
bonus bMaxSPRate,20-getrefine();
bonus bDef,getrefine()/2;
",,
2424,Tidal_Shoes,Tidal Shoes,Armor,,20,,300,0,0,3,0,1,,1,55,0,True,All,Upper,Both,Shoes,"bonus2 bSubEle,Ele_Water,5;
",,
2425,Black_Leather_Boots,Black Leather Boots,Armor,,20,,500,0,0,4,0,0,,1,55,0,True,All,Upper,Both,Shoes,"bonus bAgi,1;
if (getrefine()>=9)
bonus bAgi,2;
",,
2426,Shadow_Walk,Shadow Walk,Armor,,20,,2000,0,0,0,0,0,,1,75,0,True,All,Upper,Both,Shoes,"bonus bMdef,10;
if (getskilllv(""AS_CLOAKING"")<2) {
   bonus5 bAutoSpellWhenHit,""AS_CLOAKING"",2,100,BF_MAGIC,0;
} else
   bonus5 bAutoSpellWhenHit,""AS_CLOAKING"",getskilllv(""AS_CLOAKING""),100,BF_MAGIC,0;
",,
2427,Golden_Shoes,Golden Shoes,Armor,,20,,300,0,0,4,0,0,,1,0,0,False,All,All,Both,Shoes,"bonus bMdef,4;
",,
2428,Freyja_Boots,Freyja Boots,Armor,,,,300,0,0,10,0,0,,1,0,0,False,All,All,Both,Shoes,"bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
",,
2429,Iron_Boots01,Iron Boots,Armor,,,,1500,0,0,5,0,0,,1,0,0,True,"Alchemist, Archer, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Merchant, Rogue, Swordman, Thief",All,Both,Shoes,,,
2430,Iron_Boots02,Iron Boots,Armor,,,,800,0,0,5,0,0,,1,0,0,True,All,All,Both,Shoes,,,
2431,Valley_Shoes,Valley Shoes,Armor,,20,,0,0,0,10,0,0,,1,0,0,False,All,All,Both,Shoes,"bonus bMaxHPRate,7;
bonus bMaxSPRate,7;
",,
2432,Spiky_Heel_,High Heels,Armor,,8500,,600,0,0,2,0,1,,1,0,0,True,All,All,Both,Shoes,"bonus bMdef,5;
",,
2433,Diabolus_Boots,Diabolus Boots,Armor,,20,,250,0,0,4,0,1,,1,0,0,True,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Monk, Priest, Rogue, Sage, SoulLinker, StarGladiator, Wizard",Upper,Both,Shoes,"bonus bMaxHP,(BaseLevel*10);
",,
2434,Black_Leather_Boots_,Black Leather Boots,Armor,,20,,500,0,0,4,0,1,,1,55,0,True,All,Upper,Both,Shoes,"bonus bAgi,1;
if (getrefine()>=9)
   bonus bAgi,2;
",,
2435,Battle_Greave,Battle Greaves,Armor,,10,,0,0,0,4,0,1,,1,80,0,True,"Alchemist, Assassin, Blacksmith, Crusader, Knight, Merchant, Ninja, Rogue, StarGladiator, Swordman, Taekwon, Thief",All,Both,Shoes,"bonus bMaxHP,100;
bonus bMdef,1;
bonus2 bSubRace,RC_DemiHuman,1;
bonus2 bSubRace,RC_Player_Human,1;
",,
2436,Combat_Boots,Combat Boots,Armor,,10,,0,0,0,3,0,1,,1,80,0,True,"Acolyte, Archer, BardDancer, Hunter, Mage, Monk, Priest, Sage, SoulLinker, Wizard",All,Both,Shoes,"bonus bMaxHP,100;
bonus bMdef,1;
bonus2 bSubRace,RC_DemiHuman,1;
bonus2 bSubRace,RC_Player_Human,1;
",,
2437,Battle_Boots,Battle Boots,Armor,,10,,0,0,0,3,0,1,,1,80,0,True,Gunslinger,All,Both,Shoes,"bonus bMaxHP,100;
bonus bMdef,1;
bonus2 bSubRace,RC_DemiHuman,1;
bonus2 bSubRace,RC_Player_Human,1;
",,
2438,Paw_Of_Cat,Paw Of Cat,Armor,,10,,300,0,0,0,0,0,,1,80,0,True,All,All,Both,Shoes,"bonus bFlee,5;
bonus bAgi,1;
",,
2439,Refresh_Shoes,Refresh Shoes,Armor,,20,,0,0,0,9,0,0,,1,0,0,False,All,All,Both,Shoes,"bonus bMaxHPRate,17;
bonus bMaxSPRate,8;
bonus2 bHPRegenRate,20,10000;
bonus2 bSPRegenRate,3,10000;
",,
2440,Sprint_Shoes,Sprint Shoes,Armor,,20,,300,0,0,2,0,1,,1,70,0,True,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Monk, Priest, Rogue, Sage, SoulLinker, StarGladiator, Wizard",Upper,Both,Shoes,"bonus bAgi,1;
bonus bSPrecovRate,5;
",,
2441,Beach_Sandal,Beach Sandals,Armor,,20,,200,0,0,0,0,0,,1,0,0,True,All,All,Both,Shoes,"bonus bStr,1;
bonus bInt,1;
bonus bAgi,1;
bonus2 bSubEle,Ele_Fire,10;
",,
2442,Boots_Perforated,Red Stocking Boots,Armor,,,,0,0,0,7,0,0,,1,0,0,False,All,All,Both,Shoes,"bonus bLuk,2;
bonus bHPrecovRate,10;
bonus bSPrecovRate,10;
bonus3 bAutoSpellWhenHit,""WZ_QUAGMIRE"",3,20;
bonus bMdef,1;
",,
2443,Fish_Shoes,Fisher's Boots,Armor,,10,,250,0,0,0,0,0,,1,0,0,False,All,All,Both,Shoes,,,
2444,Krieger_Shoes1,Glorious Shoes,Armor,,20,,0,0,0,0,0,0,,1,81,0,True,All,All,Both,Shoes,"bonus bMaxHPRate,10;
bonus2 bSubRace,RC_DemiHuman,4;
bonus2 bSubRace,RC_Player_Human,4;
bonus3 bAutoSpellWhenHit,""AL_INCAGI"",1,10;
",,
2445,Krieger_Shoes2,Glorious Popularized Shoes,Armor,,20,,0,0,0,0,0,0,,1,61,0,True,All,All,Both,Shoes,"bonus bMaxHPRate,5;
bonus bMaxSPRate,5;
",,
2446,Krieger_Shoes3,Glorious Mass-Production Shoes,Armor,,20,,0,0,0,0,0,0,,1,0,0,True,All,All,Both,Shoes,"bonus bMaxHPRate,5;
",,
2447,Military_Boots,Army Boots,Armor,,,,1000,0,0,5,0,0,,1,0,0,True,All,All,Both,Shoes,,,
2448,Air_Boss,Air Boss,Armor,,,,500,0,0,2,0,0,,1,0,0,True,All,All,Both,Shoes,"bonus bAgi,1;
",,
2449,Variant_Shoes_M,Variant Shoes,Armor,,20,,500,0,0,3,0,0,,1,85,0,True,All,Upper,Both,Shoes,"bonus bMaxHPRate,20-getrefine();
bonus bMaxSPRate,20-getrefine();
bonus bDef,getrefine()/2;
",,
2450,Vital_Tree_Shoes,Vital Tree Shoes,Armor,,20,,500,0,0,4,0,0,,1,60,0,True,All,Upper,Both,Shoes,"bonus bMaxHPrate,10;
bonus2 bHPRegenRate,30,10000;
bonus bHealpower2,5;
bonus bAddItemHealRate,5;
bonus bMdef,3;
bonus bVit,2;
",,
2501,Hood,Hood,Armor,,1000,,200,0,0,1,0,0,,1,0,0,True,All,All,Both,Garment,,,
2502,Hood_,Hood,Armor,,1000,,200,0,0,1,0,1,,1,0,0,True,All,All,Both,Garment,,,
2503,Muffler,Muffler,Armor,,5000,,400,0,0,2,0,0,,1,0,0,True,All,All,Both,Garment,,,
2504,Muffler_,Muffler,Armor,,5000,,400,0,0,2,0,1,,1,0,0,True,All,All,Both,Garment,,,
2505,Manteau,Manteau,Armor,,32000,,600,0,0,4,0,0,,1,0,0,True,"Alchemist, Assassin, Blacksmith, Crusader, Knight, Merchant, Rogue, StarGladiator, Swordman, Taekwon, Thief",All,Both,Garment,,,
2506,Manteau_,Manteau,Armor,,32000,,600,0,0,4,0,1,,1,0,0,True,"Alchemist, Assassin, Blacksmith, Crusader, Knight, Merchant, Rogue, StarGladiator, Swordman, Taekwon, Thief",All,Both,Garment,,,
2507,Cape_Of_Ancient_Lord,Ancient Cape,Armor,,82000,,600,0,0,2,0,0,,1,40,0,True,All,All,Both,Garment,"bonus bAgi,1;
",,
2508,Ragamuffin_Cape,Ragamuffin Manteau,Armor,,56000,,500,0,0,1,0,0,,1,0,0,True,All,All,Both,Garment,"bonus bUnbreakableGarment;
bonus bMdef,10;
",,
2509,Clack_Of_Servival,Survivor's Manteau,Armor,,20000,,550,0,0,0,0,0,,1,75,0,True,"Mage, Sage, SoulLinker, Wizard",All,Both,Garment,"bonus bMdef,5;
bonus bVit,10;
",,
2510,Novice_Hood,Somber Novice Hood,Armor,,1,,1,0,0,2,0,0,,1,0,0,False,"Novice, SuperNovice",All,Both,Garment,"bonus2 bSubEle,Ele_Neutral,20;
",,
2511,Skeleton's_Cape,Skeleton Manteau,Armor,,5000,,700,0,0,1,0,0,,1,75,0,True,All,All,Both,Garment,"bonus bStr,2;
bonus bInt,-3;
bonus bDex,2;
bonus bVit,-3;
bonus bLuk,2;
bonus bAgi,-4;
",,
2512,Novice_Manteau,Novice Manteau,Armor,,50000,,500,0,0,2,0,1,,1,40,0,True,"Novice, SuperNovice",All,Both,Garment,"bonus2 bSubEle,Ele_Neutral,10;
",,
2513,Celestial_Robe,Heavenly Maiden Robe,Armor,,20,,500,0,0,3,0,1,,1,80,0,True,All,All,Both,Garment,,,
2514,Pauldron,Pauldron,Armor,,20,,800,0,0,5,0,1,,1,80,0,True,"Alchemist, Assassin, Blacksmith, Crusader, Knight, Merchant, Rogue, Swordman, Thief",All,Both,Garment,,,
2515,Wing_Of_Eagle,Eagle Wing,Armor,,20000,,300,0,0,1,0,1,,1,85,0,True,"Mage, Sage, SoulLinker, Wizard",All,Both,Garment,,,
2516,Falcon_Robe,Falcon Muffler,Armor,,30000,,400,0,0,3,0,0,,1,65,0,True,All,All,Both,Garment,"bonus bFlee,15;
bonus bFlee2,5;
",,
2517,Vali's_Manteau,Vali's Manteau,Armor,,30000,,600,0,0,4,0,0,,1,65,0,True,All,All,Both,Garment,"bonus2 bSubEle,Ele_Neutral,15;
",,
2518,Morpheus's_Shawl,Morpheus's Shawl,Armor,,30000,,600,0,0,3,0,0,,1,33,0,True,All,All,Both,Garment,"bonus bMaxSPrate,10;
bonus bMdef,3;
",,
2519,Morrigane's_Manteau,Morrigane's Manteau,Armor,,30000,,600,0,0,3,0,0,,1,61,0,True,All,All,Both,Garment,"bonus bLuk,2;
bonus bFlee2,8;
",,
2520,Goibne's_Shoulder_Arms,Goibne's Spaulders,Armor,,30000,,700,0,0,3,0,0,,1,54,0,True,All,All,Both,Garment,"bonus bLongAtkDef,10;
bonus bMdef,2;
bonus bVit,1;
",,
2521,Angel's_Warmth,Angelic Cardigan,Armor,,10000,,400,0,0,2,0,1,,1,20,0,True,"Novice, SuperNovice",All,Both,Garment,"bonus bHPrecovRate,5;
",,
2522,Undershirt,Undershirt,Armor,,20000,,150,0,0,2,0,0,,1,1,0,True,All,All,Both,Garment,"bonus bMdef,1;
",,
2523,Undershirt_,Undershirt,Armor,,20000,,150,0,0,2,0,1,,1,1,0,True,All,All,Both,Garment,"bonus bMdef,1;
",,
2524,Valkyrie_Manteau,Valkyrian Manteau,Armor,,,,500,0,0,3,0,1,,1,1,0,True,All,Upper,Both,Garment,"bonus bUnbreakableGarment;
if (BaseClass == Job_Mage || BaseClass == Job_Archer || BaseClass == Job_Acolyte)
   bonus bFlee2,5+(getequiprefinerycnt(EQI_GARMENT)*2);
else if (BaseClass == Job_Swordman || BaseClass == Job_Merchant || BaseClass == Job_Thief)
   bonus bShortWeaponDamageReturn,5+(getequiprefinerycnt(EQI_GARMENT)*2);
",,
2525,Cape_Of_Ancient_Lord_,Ancient Cape,Armor,,82000,,600,0,0,2,0,1,,1,40,0,True,All,All,Both,Garment,"bonus bAgi,1;
",,
2526,Dragon_Scale_Coat,Coat of Dragon Scale,Armor,,20,,10,0,0,4,0,0,,1,50,0,True,All,All,Both,Garment,,,
2527,Dragon_Breath,Dragon Breath,Armor,,20,,600,0,0,4,0,1,,1,48,0,True,All,Upper,Both,Garment,"bonus2 bSubRace,RC_Dragon,15;
",,
2528,Wool_Scarf,Wool Scarf,Armor,,20,,500,0,0,3,0,1,,1,55,0,True,All,Upper,Both,Garment,"bonus bMdef,4;
",,
2529,Rider_Insignia,Rider Insignia,Armor,,20,,500,0,0,4,0,0,,1,55,0,True,All,Upper,Both,Garment,"bonus bAgi,2;
",,
2530,Rider_Insignia_,Rider Insignia,Armor,,20,,500,0,0,4,0,1,,1,55,0,True,All,Upper,Both,Garment,"bonus bAgi,2;
",,
2531,Ulfhedinn,Ulfhedinn,Armor,,20,,700,0,0,3,0,1,,1,70,0,True,"Alchemist, Assassin, Blacksmith, Crusader, Knight, Merchant, Rogue, Swordman, Thief",Upper,Both,Garment,"bonus3 bAutoSpellWhenHit,""NPC_STONESKIN"",6,20;
",,
2532,Mithril_Magic_Cape,Mithril Magic Cape,Armor,,20,,400,0,0,3,0,1,,1,70,0,True,"Acolyte, Archer, BardDancer, Hunter, Mage, Monk, Priest, Sage, Wizard",Upper,Both,Garment,"bonus bMdef,3;
bonus5 bAutoSpellWhenHit,""NPC_ANTIMAGIC"",6,200,BF_MAGIC,0;
",,
2533,Freyja_Cape,Freyja Cape,Armor,,,,200,0,0,10,0,0,,1,0,0,False,All,All,Both,Garment,"bonus2 bSubRace,RC_DemiHuman,15;
bonus2 bSubRace,RC_Player_Human,15;
",,
2534,Ruffler,Ruffler,Armor,,20,,0,0,0,10,0,0,,1,0,0,False,All,All,Both,Garment,"bonus2 bSubEle,Ele_Neutral,17;
bonus bFlee,17;
",,
2535,Cloak_Of_Survival_C,Cloak Of Survival,Armor,,1,,0,0,0,5,0,0,,1,0,0,False,"Mage, Sage, SoulLinker, Wizard",All,Both,Garment,"bonus bVit,10;
bonus bMdef,10;
",,
2536,Skin_Of_Ventus,Skin of Ventus,Armor,,20,,250,0,0,2,0,1,,1,60,0,True,All,All,Both,Garment,"bonus bMdef,2;
bonus bMaxHP,200;
bonus bFlee,10;
",,
2537,Diabolus_Manteau,Diabolus Manteau,Armor,,20,,250,0,0,5,0,1,,1,0,0,True,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Monk, Priest, Rogue, Sage, SoulLinker, StarGladiator, Wizard",Upper,Both,Garment,"bonus2 bSubEle,Ele_Neutral,5;
bonus bMaxHP,100;
bonus2 bAddDamageClass,1916,10;
bonus2 bAddDamageClass,1917,10;
",,
2538,Commander_Manteau,Captain's Manteau,Armor,,10,,0,0,0,4,0,1,,1,80,0,True,"Alchemist, Assassin, Blacksmith, Crusader, Knight, Merchant, Ninja, Rogue, StarGladiator, Swordman, Taekwon, Thief",All,Both,Garment,"bonus bMaxHP,50;
bonus bMdef,1;
bonus2 bSubRace,RC_DemiHuman,1;
bonus2 bSubRace,RC_Player_Human,1;
",,
2539,Commander_Manteau_,Commander's Manteau,Armor,,10,,0,0,0,3,0,1,,1,80,0,True,"Acolyte, Archer, BardDancer, Hunter, Mage, Monk, Priest, Sage, SoulLinker, Wizard",All,Both,Garment,"bonus bMaxHP,50;
bonus bMdef,1;
bonus2 bSubRace,RC_DemiHuman,1;
bonus2 bSubRace,RC_Player_Human,1;
",,
2540,Sheriff_Manteau,Sheriff's Manteau,Armor,,10,,0,0,0,3,0,1,,1,80,0,True,Gunslinger,All,Both,Garment,"bonus bMaxHP,50;
bonus bMdef,1;
bonus2 bSubRace,RC_DemiHuman,1;
bonus2 bSubRace,RC_Player_Human,1;
",,
2541,Asprika,Asprika,Armor,,20,,400,0,0,5,0,0,,1,94,0,False,All,All,Both,Garment,"bonus bMdef,5;
bonus3 bSubEle,Ele_All,30,BF_WEAPON;
bonus bFlee,30;
skill ""AL_TELEPORT"",1;
bonus bUnbreakableGarment;
",,
2542,Flame_Manteau,Flame Manteau of Naght Sieger,Armor,,20,,500,0,0,4,0,1,,1,70,0,True,All,Upper,Both,Garment,"bonus bMaxHPRate,5;
bonus bMdef,2;
bonus bMatkRate,1;
bonus2 bAddEle,Ele_Fire,2;
",,
2543,Sylphid_Manteau,Sylphid Manteau,Armor,,20,,0,0,0,9,0,0,,1,0,0,False,All,All,Both,Garment,"bonus bFlee,13;
bonus2 bSubEle,Ele_Neutral,13;
bonus bFlee2,1;
",,
2544,Leather_Of_Tendrilion,Leather of Tendrilion,Armor,,20,,500,0,0,3,0,1,,1,0,0,True,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Monk, Priest, Rogue, Sage, SoulLinker, StarGladiator, Wizard",Upper,Both,Garment,"bonus2 bSubEle,Ele_Water,5;
bonus2 bSubEle,Ele_Earth,5;
bonus2 bSubRace,RC_Plant,5;
bonus2 bSubRace,RC_Brute,5;
bonus2 bSubRace,RC_Player_Doram,5;
",,
2545,Musika,Musika,Armor,,20,,500,0,0,2,0,1,,1,70,0,True,"Monk, Priest",Upper,Both,Garment,"bonus bMdef,3;
bonus3 bAutoSpellwhenhit,""AL_HEAL"",max(1,getskilllv(""AL_HEAL"")),20;
",,
2546,Beach_Manteau,Beach Manteau,Armor,,20,,600,0,0,0,0,1,,1,0,0,True,All,All,Both,Garment,"bonus bStr,1;
bonus bInt,1;
bonus2 bSubEle,Ele_Fire,10;
",,
2547,Cheap_Running_Shirts,Cheap Undershirt,Armor,,,,0,0,0,8,0,0,,1,0,0,True,All,All,Both,Garment,"bonus bDex,2;
bonus bFlee,10;
bonus2 bSubEle,Ele_Neutral,10;
bonus bMdef,1;
",,
2548,Muffler_C,Neo Muffler,Armor,,,,0,0,0,5,0,0,,1,95,0,False,All,Upper,Both,Garment,"bonus2 bSubRace,RC_DemiHuman,10;
bonus2 bSubRace,RC_Player_Human,10;
bonus bMaxHPrate,10;
bonus2 bSubEle,Ele_Water,5;
bonus2 bSubEle,Ele_Fire,5;
bonus2 bSubEle,Ele_Holy,5;
bonus2 bSubEle,Ele_Dark,5;
",,
2549,Krieger_Muffler1,Glorious Muffler,Armor,,20,,0,0,0,0,0,0,,1,81,0,True,All,All,Both,Garment,"bonus bMaxHPRate,5;
bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
",,
2550,Fisher's_Muffler,Fisher's Muffler,Armor,,20,,200,0,0,0,0,0,,1,0,0,True,All,All,Both,Garment,,,
2551,Rider_Insignia_M,Crest of the Rider,Armor,,20,,500,0,0,4,0,1,,1,55,0,True,All,Upper,Both,Garment,"bonus bAgi,2;
",,
2552,Mithril_Magic_Cape_M,Mithril Magic Manteau,Armor,,20,,400,0,0,3,0,1,,1,70,0,True,"Acolyte, Archer, BardDancer, Hunter, Mage, Monk, Priest, Sage, Wizard",Upper,Both,Garment,"bonus bMdef,3;
bonus5 bAutoSpellWhenHit,""NPC_ANTIMAGIC"",6,200,BF_MAGIC,0;
",,
2553,Dragon_Manteau,Dragon Manteau,Armor,,20,,1000,0,0,5,0,1,,1,0,0,True,All,Upper,Both,Garment,"bonus bAgi,1;
bonus bMdef,5;
",,
2554,Piece_Of_Angent_Skin,Nydhorgg's Shadow Garb,Armor,,20,,400,0,0,5,0,1,,1,90,0,True,All,Upper,Both,Garment,"bonus2 bSubEle,Ele_Neutral,7;
bonus2 bSubEle,Ele_Water,7;
bonus2 bSubEle,Ele_Earth,7;
bonus2 bSubEle,Ele_Fire,7;
bonus2 bSubEle,Ele_Wind,7;
bonus2 bSubEle,Ele_Poison,7;
bonus2 bSubEle,Ele_Holy,7;
bonus2 bSubEle,Ele_Dark,7;
bonus2 bSubEle,Ele_Ghost,7;
bonus2 bSubEle,Ele_Undead,7;
bonus bMaxSP,(BaseLevel/3)+(getrefine()*10);
bonus2 bSPDrainRate,10,1;
bonus bMdef,3;
",,
2601,Ring,Ring,Armor,,30000,,100,0,0,0,0,0,,1,20,0,False,All,All,Both,Both_Accessory,"bonus bStr,2;
",,
2602,Earring,Earring,Armor,,30000,,100,0,0,0,0,0,,1,20,0,False,All,All,Both,Both_Accessory,"bonus bInt,2;
",,
2603,Necklace,Necklace,Armor,,30000,,100,0,0,0,0,0,,1,20,0,False,All,All,Both,Both_Accessory,"bonus bVit,2;
",,
2604,Glove,Glove,Armor,,30000,,100,0,0,0,0,0,,1,20,0,False,All,All,Both,Both_Accessory,"bonus bDex,2;
",,
2605,Brooch,Brooch,Armor,,30000,,100,0,0,0,0,0,,1,20,0,False,All,All,Both,Both_Accessory,"bonus bAgi,2;
",,
2607,Clip,Clip,Armor,,30000,,100,0,0,0,0,1,,1,0,0,False,All,All,Both,Both_Accessory,"bonus bMaxSP,10;
",,
2608,Rosary,Rosary,Armor,,15000,,100,0,0,0,0,0,,1,20,0,False,All,All,Both,Both_Accessory,"bonus bMdef,5;
bonus bLuk,2;
",,
2609,Skul_Ring,Skull Ring,Armor,,10000,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Both_Accessory,,,
2610,Gold_Ring,Gold Ring,Armor,,30000,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Both_Accessory,,,
2611,Silver_Ring,Silver Ring,Armor,,20000,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Both_Accessory,,,
2612,Flower_Ring,Flower Ring,Armor,,1500,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Both_Accessory,,,
2613,Diamond_Ring,Diamond Ring,Armor,,45000,,100,0,0,0,0,0,,1,0,0,False,All,All,Both,Both_Accessory,,,
2614,An_Eye_Of_Dullahan,Eye of Dullahan,Armor,,90000,,100,0,0,0,0,0,,1,50,0,False,All,All,Both,Both_Accessory,"bonus2 bResEff,Eff_Poison,10000;
bonus2 bSubRace,RC_Undead,4;
bonus2 bSubRace,RC_Demon,4;
",,
2615,Safety_Ring,Safety Ring,Armor,,75000,,100,0,0,3,0,0,,1,40,0,False,All,All,Both,Both_Accessory,"bonus bMdef,3;
",,
2616,Critical_Ring,Critical Ring,Armor,,75000,,100,0,0,0,0,0,,1,40,0,False,All,All,Both,Both_Accessory,"bonus bCritical,5;
",,
2617,Mitten_Of_Presbyter,Celebrant's Mitten,Armor,,2,,100,0,0,1,0,0,,1,35,0,False,All,All,Both,Both_Accessory,"bonus bInt,1;
",,
2618,Matyr's_Flea_Guard,Matyr's Leash,Armor,,2,,100,0,0,1,0,0,,1,35,0,False,All,All,Both,Both_Accessory,"bonus bAgi,1;
",,
2619,Thimble_Of_Archer,Bow Thimble,Armor,,10000,,100,0,0,0,0,0,,1,65,0,False,"Archer, BardDancer, Hunter",All,Both,Both_Accessory,"bonus bLongAtkRate,3;
",,
